,label,question
722,2,의부증 결혼 생활 시작 개월 정도 임신 상태 연예 의심 사랑 생각 생각 생각 연예 퇴근 시간 사이 와이프 결혼 시간 동안 회사 회식 자리 주변 사람 여자 여자 집사람 여자 친구 이야기 친구 핸드폰 검사 장난 속옷 검사 화상 전화 전화 영업 집사람 여자 화상전 내용 지금 방법
723,5,강박 건가요 안녕 행동 강박 증과 관련 질문 확인 계속 회사 문서 확인 확인 불안 확인 때문 계속 확인 부분 발견 식은땀 불안 세무서 서류 수정 확인 세무서 불안 주위 사람 이게 확인 부탁 만큼 불안 확인 얘기 친구 전화 메신져 길거리 고민 불만 얘기 주위 얘기 관련 사람 얘기 얘기 관련 사람 불안 상상 물건 그걸 확인 마음 열쇠 어디 생각 그걸 자기 가방 안쪽 주머니 거기 확인 물건 서랍 기억 확인 거리 전화 확인 마음 확인 하루 종일 불안 행동 신경 친구 행동 때문 기분 행동 생각 친구 걱정 문자 친구 답장 불안
724,3,우울증 상담 남자 먼가 기분 우울 중학교 주터 생각 최근 스트레스 소화 가슴 표현 지금 고등학교 생활 자제 가위 피곤 불안 못자 노래 눈물 사람 대화 사람 친구 얼굴 마음 세상 표현 중학교 주터 자해 자사
725,5,이게 증상 안녕 여자 불안 건지 만약 가족 이상 소리 정신 긴장 도둑 하나 걱정 생각 상황 처음 동안 무기 지금 혼자 새벽 소리 침입 경로 생각 현관문 창문 창문 지하철 플랫폼 누가 생각 저녁 누가 저녁 비밀 번호 누가 순간 집안 아무 누가 화장실 보일러실 생각 지배 기분 생각 대처 생각 만일 대처 도중 가해자 정당방위 과실 치사 생각 지도 증상 증상 치료법
726,4,강박 증과 공황 장애 그동안 강박 증이 기억 어머니 스위치 주의 스위치 감전 생각 공용 화장실 등등 가지 증상 증상 무렵 애완 동물 동물 보호 생각 곰팡 시작 락스 화학 약품 청소 아줌마 비누 페인트 공사장 분진 건강 염려증 타액 공포 진화 광범위 불편 도중 누가 공포감 좌우 사람 공포감 버스 공포감 두여 행동 소지 청결 공포 때문 선택 갈림길 선택 갈림길 선택 후회 듯이 공사 근처 유리 소음 건강 염려증 분진 사람 집합체 동안 생각 얼굴 가슴 듯이 다리 경직 온몸 기운 허벅지 근육통 발목 통증 이전 증상 인대 정신 진료 강박 약물 치료 타지방 대학 치료 증상 정신병 집합체 우울 사람
727,4,강박 치료 강박 치료 하만 건가요 식탁 물건 뭔가 정석 그걸 정석 처음 스트레스 생활 무리 정도 혼자 치료
728,3,심리 상담 부탁 상담 센터 부담 별거 유난 여대생 고요 불안 증세 엘리베이터 코너 누군가 도로 소리 누가 누군가 예전 가위 가위 기분 이상 시선 신경 피곤 누가 생각 이게 주변 사람 정도 하나 실패 세상 걱정 하루 종일 우울 계획 차질 감정 설명 누군가 연락 생각 우울 미래 생각 미래 지금 상황 우울 초등 학교 생각 중학교 고등학교 초반 생각 남자 친구 이후 남자 친구 사람 의지 배신 조심 유난 건가 어디 누가 방법 속병 우울 하루 종일 우울 집안 환경 때문 영향 그걸로 좌절 주일 정도 우울 계단 난간 누구 스트레스 누구 걸텐데 이상 누가 여섯 한숨
729,2,의부증 결혼 생활 시작 개월 정도 임신 상태 연예 의심 사랑 생각 생각 생각 연예 퇴근 시간 사이 와이프 결혼 시간 동안 회사 회식 자리 주변 사람 여자 여자 집사람 여자 친구 이야기 친구 핸드폰 검사 장난 속옷 검사 화상 전화 전화 영업 집사람 여자 화상전 내용 지금 방법
730,5,강박 건가요 안녕 행동 강박 증과 관련 질문 확인 계속 회사 문서 확인 확인 불안 확인 때문 계속 확인 부분 발견 식은땀 불안 세무서 서류 수정 확인 세무서 불안 주위 사람 이게 확인 부탁 만큼 불안 확인 얘기 친구 전화 메신져 길거리 고민 불만 얘기 주위 얘기 관련 사람 얘기 얘기 관련 사람 불안 상상 물건 그걸 확인 마음 열쇠 어디 생각 그걸 자기 가방 안쪽 주머니 거기 확인 물건 서랍 기억 확인 거리 전화 확인 마음 확인 하루 종일 불안 행동 신경 친구 행동 때문 기분 행동 생각 친구 걱정 문자 친구 답장 불안
731,3,우울증 상담 남자 먼가 기분 우울 중학교 주터 생각 최근 스트레스 소화 가슴 표현 지금 고등학교 생활 자제 가위 피곤 불안 못자 노래 눈물 사람 대화 사람 친구 얼굴 마음 세상 표현 중학교 주터 자해 자사
732,5,이게 증상 안녕 여자 불안 건지 만약 가족 이상 소리 정신 긴장 도둑 하나 걱정 생각 상황 처음 동안 무기 지금 혼자 새벽 소리 침입 경로 생각 현관문 창문 창문 지하철 플랫폼 누가 생각 저녁 누가 저녁 비밀 번호 누가 순간 집안 아무 누가 화장실 보일러실 생각 지배 기분 생각 대처 생각 만일 대처 도중 가해자 정당방위 과실 치사 생각 지도 증상 증상 치료법
733,5,우울증 면제 과다 복용 우울증 불면 수면제 처방 아침 저녁 취침 단계 스틸 록스 보조 수면제 밥풀 모양 스틸 노랑 모양 생각 건가요 저녁 취침 저녁 취침 취침 수면제 농장 이때 정신 걱정 마약 가요 자신 이해
734,4,과민 성격 불안 생각 극단 상상 머리 지배 평소 요즘 과민 성격 현재 직장 생각 회사 사람 기분 기분 여자 친구 생각 결혼 문제 골목길 주차 문제 등등 미리 걱정 불안 하루 목덜미 담배 설사 병원 과민성 대장 증후군 스트레스 원형 탈모 생활 패턴 말씀 주말 근무 야근 식생활 아침 점심 회사 근처 식당 해결 저녁 라면 냉동식품 게임 운동 취미 생활 주말 친구 주일 여자 친구 전부 매사 긍정 생각 최후 최악 상황 상상 문제 걱정 스트레스 마음 노력 과민 성격 정신 상담 도움
735,5,공포 안녕 남성 증상 공포심 일상 생활 지장 과거 자취 경험 미숙 처음 실수 페인트 자체 모델링 냄새 증후군 창문 흰색 페인트 친환경 경우 거기 정도 순간 불면 자취 입장 시간 이사 하우스 메이트 거기 페인트 도배 여기 중요 도배 냄새 미세 기분 냄새 건지 지금 과거 기억 때문 긴장 심장 냄새 냄새 판별 큰숨 과거 결핵 현재 완치 피부 담배 냄새 피부 기름 이물감 냄새 환경 이게 도배 냄새 냄새 건지 진찰 혼자 문제 잔적 문제 긴장 잠자리 생각 지옥 행동 생각 증상 해결 해결 새벽
736,4,웃음 상황 웃음 친구 아버님 운전 사고 마음 미소 건지 뭔가 웃음 건지 혼자 사회생활 사람 오해
737,2,정신 상담 노처녀 히스테리 미혼 짜증 잔소리 이중 모습 가족 최악 동생 미안 짜증 내고 잔소리 타인 직장 동료 친구 모습 가족 대화 그게 시간 경우 짜증 내고 동생 잔소리 개인주의 혼자 경향 때문 불면증 정신 상담
738,2,아빠 알콜 중독 아빠 알콜 중독 말대꾸 루고 저희 동생 아빠 전부미 성년자 입원 방법 친척
739,3,이유 올해 여학생 성격 성격 자부 만큼 친구 관계 주변 친구 부모 성적 상위 유지 사춘기 이게 사춘기 느낌 인생 허무 생각 자살 시도 하루 수십 매일매일 반복 생각 가지 예상 이유 예전 약간 조울증 컨트롤 자기 최면 장난 진심 계획 실천 타입 허무 운동 부족 걸까요 가지 심리 치료사 스스로 사춘기 증상 나름 건지 요점 생각 생각 방법
740,2,증상 여대생 증상 병원 건지 나열 사람 아저씨 위아래 노골 사람 생각 동안 상상 욕구 요즘 책상 자기 자신 병신 자기 비하 심장 뭔가 기분 머리 반수 대학교 스트레스 생활 하교 지하철 외로움 가정불화 동네 바퀴 노래 배회 담배 습관 한숨 충동 부모 심장 짠맛 느낌 자신 생각 부모 대화 혼자 생각 혼자 상상 통금 동그라미 버튼 상상 등등 남자 친구 애인 남자 자존 자신 피해망상 피해 의식 뭔데 생각 생각 패션 자살 생각 실행 상상 가족 친구 반응 생각 관심 안달 엄마 아빠 납치 이상 생각 상상 스트레스 건지 지속 증상 생각 행동 감사 답변
741,3,이것 정신 이상 건가요 증상 장면 아이 모두 장면 장면 머릿속 생각 문제 이상 진단 정신 문제 질문
742,3, 실제 대화 전화 문자 상대방 짜증 집중 자리 짜증 대답 그것 상대 타박 강제 내용 대화 설명 집중력 이해 기억 동문서답 상황 후회 이해 이해 강의 집중 집중 시작 이해 느낌 졸음 수업 집중 강의 사람 세상 이상 느낌 하나 사람 이해 목표 무기력 느낌 이번 집중 이번 현실 반응 기력 스트레스 스트레스 상황 어디 강의 시간 멍청이 걸까요
743,1,생각 망상 가요 옛날 혼자 이불 이상 망상 생각 갑자 친구 이야기 도중 망상 머리 정신 분열증 정신 분열증 환청
744,1,물건 집착 담요 불안 문제 담요 신경 불안 겁니다 누군가 이불 빨래 생각 담요 서기 집착 겁니다 가위 부분 나이 불안 이걸 생각 우울 담요 생각 물건 이것 생각 정신 문제 걸까요 집착 가요 장난 답변 내공 냠냠 사절 전문가 증세 고민 상담
745,2,이기주의 정신 사람 여잔 남자 정보 신체 제목 이기주의 본인 진심 장난 자기 자기 이기주의 정도 그걸 하나 하나 이기주의 설명 이거 사람 이상 건가요 자기 인정 질투심 장난 사람 대지 막말 사람 관심 관심 정신 사람 세상 자기 남성 자기 남자 친구 자기 사람 자기 친구 남자 질투 관심 짜증 자기 행동 충고 말귀 자기 그게 건지 인식 이게 정신 관련 건가요 정상인 정신 이게 정도 겁니다 사연 설명 가슴 만큼 겁니다 결론 설명 건지 판단 정신 관심 등등 질투 시기 사람 자기 소유 포함 설명 립니 설명 설명 정도 사람 개념 자체 상실 정도 말귀 이해 자기 주장 생각 소리 소리 이건 생각 정신
746,2,현실 정신 문제 현실 환상 느낌 문제 걸까요
747,1,환상 환상 제도 피시방 게임 누군가 그쪽 어젯밤 대구 조아 사람 때문 이거 아무것 사람
748,1,정신 심리치료 내공 안녕 여자 이상 사람 남자 친구 별것 걸로 짜증 짜증 짜증 강도 막말 사람 눈치 일전 남자 친구 말다툼 처음 사람 생각 짜증 내서 남자 친구 미안 시간 자신 분노 남자 친구 사랑 생각 분노 짜증 내고 일부 사람 가족 친구 등등 사람 남자 친구 남자 친구 조금 표현 개월 개월 연애 남자 친구 여자 문제 하루 짜증 분노 의심 집착 불안 조울증 생각 성격 별것 걸로 스트레스 스트레스 수면제 이듭 누가 우울증 요즘 우울증 생각 생각 생각 별것 일로 제자신이 이젠 남자 친구 미안 상담 치료 문제 정신 상담 치료 가능 걸까요 전문 치료 필요 걸까요 혼자 정신과 심리 상담 나중 보험 정신 기록 문제
749,2, 안녕 시선 신경 사람 예의 모습 완벽 모습 집착 감정 표현 표현 친구 친구 평소 건지 친구 트러블 친구 사과 응어리 남고 공부 아무것 저번 친구 소리 도서관 공부 시간 머리 울음 통제 울음 상태 주일 우울 완벽 모습 집착 소리 주체 혼란 패닉 상태 가족 별거 신경 신경 신경 어디 고민 상담 공부 학교 졸업 사회 텐데 걱정 건가 중구난방 두서
750,2,건가요 건가요 성격 상처 스스로 반성 잡생각 부족 하루 종일 머리 자기 자신 사람 사이 친화력 부족 행동 주변 의식 집중력 부족 상처 마음속 사람 관계 관계 사람 검색 호불호 조건 음식 신중 하나 스타일 스타일 저희 아버지 성격 완벽주의 새벽 해결 체질 생각 의원 선생 소리 성격 스트레스 피곤 걸로 스트레스 체질 장점 비스 무리 활용 건가요 성격 성격 각종 부정 생각 관리 스트레스 맞춤법 피곤 신경질 그걸 내손 성격 때문 스트레스 기질 하늘 도저 스트레스 스타일 사람
751,2,정신 건강 허무 혼자 기분 사회 생각 머리 망상 멀리 노력 머리 며칠 트라우마 비교 살만 인생 보통 사람 외모 신경 수염 모자 사람 사람 아침 사회 누가 문제 마음속 얼굴 상대 쌍욕 사회 비관 이젠 자연 친구 사랑 사랑 봄날 부모 시선 혼잣말 혼자 혼자 등산 혼자 미술관 영화관 식당 생각 시간 생각 영양가 표현 회색 생각 정신 건강 상태 행복 상태 외부 도움 상태 해결 정신과 증상 수준 외부 분출 내적 라이 마인드 사랑 아무것 혼자 생각 이듭
752,2,정신 상담 걸까요 고등학교 당시 문제 부모 싸움 가정 환경 대로 상태 생각 직접 입장 하루 종일 게임 위안 정상 문제 고등학교 졸업 이후 시작 군대 생각 입대 자살 충동 당시 정신과 정신과 의사 군대 면제 사람 이후 정신과 사람 마음 치료 의사 한마디 정신과 믿음 이후 생각 병역 특례 군대 지역 시작 마음 하루 하루 의미 직장 업무 능력 사실 별로 생각 사용 잡생각 정신 순간 맥주 담배 무엇 희망 동생 평생 고생 어머니 생각 애인 생각 가능 희망 상처 지금 경우 여동생 사고 생각 무기력 자신 생각 일수 부부 싸움 부모 동생 괴로움 내색 내색 부모 아들 속내 아들 걱정 남동생 생각 하루 하루 허무 애인 자신 허락 두서 자신 무엇 희망 세상 자살 충동 누군가 사람 어리광 정신과 의사 믿음 정신과 생각 경멸 의사 순간 상황 자신 최소한 자신 이유
753,4,여성 여자 기피 공포증 질문 남자 여성 보통 남자 아이 장난 정도 여성 기피 공포증 성폭력 영화 충격 얼마 나이 차이 여자 여자 혐오증 여자 근처 근처 수록 가슴 약간 정신 혼란 정도 여자 상황 일부 이건 여성 수록 이게 여자 기피 공포증 여자 흥미 동성애자 부끄러움
754,1,현실 구분 남자 구분 정도 이상 반복 학교 오늘 외국 여행 상황 애인 동거 애인 생각 시간 사실 상황 정신병
755,5,분노 짜증 보통 불이익 모욕 상황 해결 시간 상황 짜증 하루 아침 상황 정도 시간 생각 저녁 다음 반복 반복 해결 의사 선생 답변 부탁
756,4,부부 싸움 정신과 안녕 초반 남자 결혼 주일 정도 이유 기분 승질 싸움 와이프 애기 와이프 정신 연령 감정 조절 사랑 뭔가 수십 애기 행동 기분 사람 친구 여자 정상 행동 뭔가 와이프 그게 뭔가 뭔가 사랑 생각 보통 부부 남자 듯이 노력 마음 컨트롤 방법
757,3,남성 올해 여자 나이 고민 남자 친구 이유 등등 생각 남성 혐오증 남자 호감 사람 마음 여자 여자 행동 자체 남자 남자 남자 자체 특유 행동 여자 느낌 행동 강제 느낌 남자 자체 느낌 남자 자체 극도 남자 정신 대화 스킨 사랑 이해 성욕 스킨 생각 완전 혐오감 립니 자체 소름 입술 가슴 등등 남자 친구 생각 뽀뽀 성욕 짜증 생각 남자 이게 나이 수록 겁니다 결혼 남자 여자 예외 남자 인긴 여성 느낌 남자 막말 레즈 남자 사람 이성 호감 정상 여자 걸까요 노처녀 고민
758,3,발표 공포증 고민 사항 중반 직장인 초등 학교 시절 친구 직장 생활 주위 사람 성격 성격 자신 사장 결재 보고 행사 긴장 대기 일쑤 총회 개최 회의 사회 주최 고민 혼자 연습 주위 긴장 발표 울렁증 때문 대중 부담 가슴 소화 지경 대중 경험 자신 치료 치유 방법 스피치 학원 수강
759,3,마음 안녕 심리 질환 치료 최근 후반 마음 마음 고민 혈액형 성격 관련 심리 관련 걸까요 마음 남자 단점 베이스 속도 초딩 성격 상대방 오바 사람 트러블 상대방 마음 남자 뭔가 문제 경향 이거 나중 심기 정색 사회 생활 문제 행동 부분 걸까요 친구 기분 정색 친구 누구 건가요 사람 건가 머릿속 마음 부분
760,3,성격 문제 성격 부모 자존심 기분 당시 부분 건지 짜증 초딩 시절 왕따 가슴 기억 사람 마음 가까이 성격 부끄러움 수줍음 내성 가족 친구 사람 경계심 마음 친구 상처 자존심 사람 사람 관계 다음 사람 상처 방법 상처 마음 사람 마음 콤플렉스 완벽 사람 열등감 덩어리 친구 마음 사람 생각 마음속 사람 느낌 하나 사람 단체 생활 적극 불편 친구 생각 개인주의 생각 혼자 성격 성격 가족 성격 문제 이게 고민 부모 적극 성격 성격 성격 필요 성격 문제 건가요 조언
761,6,걱정 걱정 친구 사이 그것 걱정 물건 만약 참기름 간장 참깨 참깨 간장 참기름 참깨 왕따 참깨 간장 물건 수록 스트레스 이유 친구 관계 때문 참깨 방법
762,3,정신 문제 이번 스물 여학생 신체 건강 주변 친구 사춘기 이유 따돌림 친구 뒷얘기 불안 문제 생각 누구 과거 상담 부분 이게 얼마 이해 행동 때문 완전 친구 관계 때문 얘기 불안 본연 모습 행동 아빠 갈등 아빠 아빠 아빠 비위 덕분 어디 성격 표출 화병 생각 짜증 눈물 감정 컨트롤 때문 이번 정도 감정 컨트롤 정도 가슴 어디 충동 누구 장농 진정 헤프 텐데 아무 명령 감정 기복 물론 이젠 상황 학창 시절 얘기 때문 생각 때문 따돌림 제게는 일종 트라우마 그때 가족 때문 가족 감정 조절 의심 심리치료 결정 문제 전문가 의견
763,1,불안 장애 안녕 사람 미국 사람 시간 불안 사람 불안 신경 과약 잠시 내요 하루 시간 생각 호흡 그것 불안 일상 생활 불안 생각 방법
764,5,강박 안녕 중학생 문단속 각종 위생 등등 강박 위생 때문 필통 강박 강박 증이 강박 누군가 느낌 언행 주의 마음 의견 생각 요즘 부활 최고 단어 확인 확인 생각 누가 책임 회피 정신 이상 사람 강박 내공
765,5,수면 마비 증인 가요 자다 원인 상태 정신 상태 상태 졸음 까만색 바탕 느낌 노력 소리 반복 기분 느낌 가위 증상 무엇 치료법 현상 이후
766,2,우울 증상 정신 상담 부모 사이 아버지 듯이 어머니 어머니 기억 성인 과정 지금 고생 중학생 시절 자살 시도 수차례 생각 현재 감정 기복 감정 고독 누구 얘기 사람 남자 친구 본인 우선 어머니 자살 이야기 연락 형제자매 우애 사랑 무언지 기운 정리 마음 행복 방법 금전 머릿속 상황 과정 사람 아무 주위 누구 사랑 머리 운명
767,5,정신병 강박 군대 내공 강박 군대 치료 전이 개월 정도 언제 증상 보통 강박 증이 대표 증상 반복 청소 청소 주일 강박 반복 생각 반복 행동 만약 지금 약속 약속 그때 생각 집중 약속 약속 생각 시가 생각 증상 물건 등등 하나 해결 마음 가지 골치 하나 생각 가지 반복 반복 반복 생각 사람 스트레스 강박 가지 마음 방법 휴대폰 메모장 입력 해결 등등 물건 보통 사람 평소 생각 그때 애초 옷장 확인 물건 마찬가지 자리 만약 물건 하나 하루 확인 강박 때문 하나하나 해결 때문 나중 별것 하루 종일 반복 생각 물건 확인 물건 등등 마음 그게 확인 마음 생각 시간 동안 강박 생각 불안감 해소 불안 그게 기타 증상 자기 정리 자야 피곤 상태 머리 머릿속 정리 정리 생각 그날 하루 짜증 생각 생각 생각 뭔지 기억 불안 반복 생각 때문 생각 누가 보통 사람 대답 생각 다음 정리 평소 강박 메모 습관 도움 불안 그게 생각 방법 불안 대학 군대 군대 걱정 군대 걱정 성격 강박 군대 생각 매일 자기 우울 가슴 강박 군대 동안 강박 때문 제정신 군대 물건 군대 생각 머릿속 생각 강박 면제 치료 기간 면제 군대 지금 걱정 상근 군대 강박 금식 혼자 군대
768,5,수면 클리닉 대학생 중학교 학년 스트레스 경우 졸음 현상 그때 당시 스트레스 최근 생각 스트레스 스트레스 강도 무조건 자리 시간 예전 가위 주일 최근 피곤 이상 하나 저녁 시간 기본 소리 경우 수면 클리닉 하나
769,4,이것 정신과 건가요 사람 얘기 사람 대답 머리 감정 기복 짜증 불면증 우울증 이것 우울증 때문 건가요 사람 식은땀 다리 머리 이것 우울증 때문 가요
770,2,혼란 안녕 정황 답변 부탁 상황 원인 근본 기본 요소 이야기 저희 폭력 가정 지금 어머니 폭행 기억 아버지 성격 때문 감정 본격 불안 시작 아이 주먹다짐 이후 아이 아이 불안 존재 학교 긴장감 그때 아이 아이 생명 위험 아이 공포 대상 아이 트러블 아이 신경 느낌 아이 긴장 긴장감 편안 고등학교 하루 정도 생각 사람 스트레스 물건 신경 느낌 시간 정도 고등학교 졸업 대학 동안 사람 감정 낙천 인간 관계 스트레스 불편 공익 판정 훈련소 이때 문제 훈련소 조폭 출신 등등 사람 그때 긴장감 시작 스트레스 저녁 수면제 처방 훈련소 훈련소 설명 걱정 사람 불안 물건 불안 등등 가지 주변 이질감 불편 훈련소 생각 생각 신경 의식 합리 비상식 생각 생각 생각 생각 불편 하루 종일 신경 기억력 누구 현명 생각 자신 걱정 강박 정신 분열증 검색 이상 증상 생각 생각 걱정 자신 생각 지금 생각 비상식 생각 자신 느낌 사람 이해 생각 생각 느낌 정신 감정 짜증 의사 분만 답변 글재주 내용 뒤죽박죽
771,4,이유 마음 불안 올해 중학생 이유 짜증 불안 이사 친구 이번 학교 명정 친구 친구 신경 학교 예전 예전 요즘 엄마 집안일 담배 짜증 불안
772,3,정신 문의 상근 예비역 오기 동생 뺑소니 사고 사망 어머니 충격 자살 시도 중학교 고등학교 망상 누가 생각 제몸을 충동 상근 예비역 근무 질타 하루하루 요즘 누가 긴장 상근 예비역 근무 스트레스 생각 생각 기억력 사람 이것 때문 스트레스 하루 생각 제자신이 뭔가 생각 생각 정신 병원 시선 때문 집안 형편 현제 상태 호전 제자신이
773,5,불안감 아랫배 아르바이트 때문 스트레스 노이로제 스타일 어딜 심장 심장 아랫배 호흡 손발 소름 정신 일상 생활 이듭 증상
774,3,우울증 우울증 년차 이상 만큼 호전 만큼 노력 한방 정신과 양방 정신 본론 주전 햇빛 하루 시간 운동 영양 섭취 엉망 편식 영양 보충 중요 생각 질문 우울증 영양 성분 시판 영양제 추천 부탁 호두 영양제 비용 생각 호두 영양제 우울증 포카 디온 이게 우울증 정도 도움 답변 부탁
775,4,자살 안녕 남자 가족 고아원 고아원 사람 시선 초등 학교 왕따 집단 폭행 선생 신고 다음 학교 아이 시선 친구 고자질 집단 폭행 장난 고등 마찬가지 고자질 바보 생각 생활 고아원 퇴사 사회 시작 군대 군대 면제 사회 생각 사람 시선 때문 친구 가족 인생 포기 오늘 내일 자살 준비 장난 생각 사람 장난 사실
776,3,정신병 왕따 폭력 형제 왜사 새끼 병신 등등 시비 형제 가족 모두 공통 지적 일상 공부 자연 온기 기분 가슴 얼굴 친구 고등학교 중학교 왕따 고통 졸업 친구 걱정 정신병 가족 자신 제자신이 생각 감정 제어 언성 부모 형제 자세 자신 자책 가족 생각 가족 대화 단절 자신 상처 때문 중학교 우울증 그걸 치료 원인 생각 길거리 고민 친구 물건 자신 병신 멍청이 자기 비하 발언 제자신이 여깁니다 사회 새끼 아버지 아들 새끼 아들 취급 비교 기생충 소리 동생 소리 자신 자각 제스 막노동 생각 살인마 방식 죽음 생각 화목 가정 눈물 한숨 자신 혹사 경향 목숨 따위 여깁니다 이기 생각 결정 정신병 우울증
777,5,행동 문제 강박 증인 가요 완벽주의 행동 나열 단어 단어 확인 뭔가 나열 가나다순 나열 행동 나열 가나다순 나열 완벽 나열 한참 고민 뭔가 이해 이해 마음 마음 생각 내용 그것 무한 고민 뭔가 완벽 생각 완벽 확인 만약 완벽 판단 처음 시작 계속 불안감 뭔가 사람 강의 마디 다음 집중 사물 정리 배치 불안 인터넷 드래그 표시 맞춤법 그것 머릿속 단어 머릿속 단어 물음표 인터넷 뭔가 다운로드 주위 뭔가 지도 때문 필기 불안 대표 대충 정도 증상 인터넷 강의 인터넷 강의 완벽 생각 증상 타이밍 일치 행동 강박 증인 가요 완벽주의 정도
778,5,호흡 증후군 중학교 학년 처음 운동 계속 손발 근육 눈앞 시야 머리 가슴 응급실 이상 스트레스 인터넷 호흡 증상 치료법 스스로 호흡 확신 정도 수습 가능 발작 사람 이상 발작 동안 진정 공포 정신과 생각 약물 치료 때문 거부 방법 한방 병원 이용 사절 응급처치 비닐봉지 이게
779,2,학교 교사 대인 기피 우울증 고등학교 체육 교사 채용 운동 선수 생활 나름 성적 유소년 국가 대표 정도 성적 대학 입학 성적 시간 졸업장 군대 생각 대학원 입학 교육 대학원 군대 입대 훈련소 수료 수료 만큼 정신력 마음 건강 생활 학교 채용 교사 생활 시작 처음 교사 생각 걱정 기대 부모 문제 학기 시작 운동 수업 밑천 체육 수업 나름 수업 무리 마무리 학교 업무 신입 교사 업무 노력 이상 마음속 불안 주변 뒷얘기 표현 동료 교사 생각 불안 퇴근 학교 걱정 가슴 학기 아무 얘기 하루 동안 학교 전화 잠수 수업 수업 교사 직업 특성 얘기 부분 당장 정신력 어딜 자괴감 교사 직업 건가 생각 퇴근 학교 윗분 뒷얘기 그걸 생각 학교 학교 정작 학교 적응 이상 자신 타락 식상 운동 생각 등등 답변 사양
780,4,편집증 기타 정신 질환 인간 동물 집착 사람 생각 외로움 사람 과거 인물 상상 큰소리 사람 트러블 가족 유대 관계 생각 시간 일종 회피 가요 이상
781,5,불안감 아랫배 아르바이트 때문 스트레스 노이로제 스타일 어딜 심장 심장 아랫배 호흡 손발 소름 정신 일상 생활 이듭 증상
782,3,우울증 우울증 년차 이상 만큼 호전 만큼 노력 한방 정신과 양방 정신 본론 주전 햇빛 하루 시간 운동 영양 섭취 엉망 편식 영양 보충 중요 생각 질문 우울증 영양 성분 시판 영양제 추천 부탁 호두 영양제 비용 생각 호두 영양제 우울증 포카 디온 이게 우울증 정도 도움 답변 부탁
783,4,자살 안녕 남자 가족 고아원 고아원 사람 시선 초등 학교 왕따 집단 폭행 선생 신고 다음 학교 아이 시선 친구 고자질 집단 폭행 장난 고등 마찬가지 고자질 바보 생각 생활 고아원 퇴사 사회 시작 군대 군대 면제 사회 생각 사람 시선 때문 친구 가족 인생 포기 오늘 내일 자살 준비 장난 생각 사람 장난 사실
784,3,정신병 왕따 폭력 형제 왜사 새끼 병신 등등 시비 형제 가족 모두 공통 지적 일상 공부 자연 온기 기분 가슴 얼굴 친구 고등학교 중학교 왕따 고통 졸업 친구 걱정 정신병 가족 자신 제자신이 생각 감정 제어 언성 부모 형제 자세 자신 자책 가족 생각 가족 대화 단절 자신 상처 때문 중학교 우울증 그걸 치료 원인 생각 길거리 고민 친구 물건 자신 병신 멍청이 자기 비하 발언 제자신이 여깁니다 사회 새끼 아버지 아들 새끼 아들 취급 비교 기생충 소리 동생 소리 자신 자각 제스 막노동 생각 살인마 방식 죽음 생각 화목 가정 눈물 한숨 자신 혹사 경향 목숨 따위 여깁니다 이기 생각 결정 정신병 우울증
785,5,행동 문제 강박 증인 가요 완벽주의 행동 나열 단어 단어 확인 뭔가 나열 가나다순 나열 행동 나열 가나다순 나열 완벽 나열 한참 고민 뭔가 이해 이해 마음 마음 생각 내용 그것 무한 고민 뭔가 완벽 생각 완벽 확인 만약 완벽 판단 처음 시작 계속 불안감 뭔가 사람 강의 마디 다음 집중 사물 정리 배치 불안 인터넷 드래그 표시 맞춤법 그것 머릿속 단어 머릿속 단어 물음표 인터넷 뭔가 다운로드 주위 뭔가 지도 때문 필기 불안 대표 대충 정도 증상 인터넷 강의 인터넷 강의 완벽 생각 증상 타이밍 일치 행동 강박 증인 가요 완벽주의 정도
786,3,분노 조절 장애 건지 저녁 일로 진정 자신 지식인 도움 요청 증상 말씀 사건 발단 최근 중심 얘기 저녁밥 엄마 아빠 가족 대화 방식 순간 짜증 건데 질문 대답 당신 얘기 이상 호흡 한숨 과정 마음속 엄마 아빠 상상 거실 시간 동안 가슴 진정 머리 무엇 생각 주변 생각 주일 엄마 싸움 정도 폭발 느낌 성인 엄마 말대꾸 최근 사이 뭔가 요즘 아빠 엄마 행동 순간 짜증 신경질 짜증 후회 자책 나중 상황 반복 느낌 언제 혼자 표현 친구 예전 친구 사건 기억 상대 장면 생각 남자 친구 주체 마음 행동 자제 자신 예전 이야기 싸움 직장 부당 가족 갈등 트러블 함구 문제 건지 주체 감정 눈물 가슴 가슴 심장 두근거림 증상 문제 시발점 가족 원망 이야기 엄마 우울 엄마 마음 엄마 걱정 엄마 기분 엄마 기분 엄마 행동 상처 순간 절망 느낌 방임 아빠 엄마 기분 책임 아빠 아빠 뭔가 뭔가 행복 부분 이상 기도 준비 시험 합격 합격 확인 순간 안도 기분 기쁨 감동 부담감 탈출 정도 복합 예기 상황 분노 가슴 기분 감정 세상 사람 무시 기분 이상 감정 가족 행복 사람 친구 성격 파탄 고립 행복 이상 제게 무엇 심리 문제 치료 치료 기관 병원 센터 연구소 치료 마음 건지 기간 전문가 답변 부탁
