,answer,category,question,title
22,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

일반적으로 배제상병병은 배제된 상병을 뜻하는 것으로 치료 조기에 A라는 진단이 의심되었으나 검사와 치료를 하다보니 A가 아닌 다른 질환으로 판명이 된 경우에 A를 배제상병으로 기재합니다.

배제가 된 진단명을 굳이 기재하는 이유는 A라는 진단으로 생각하고 건강보험에서 인정하는 검사, 투약, 처치를 한 경우에 이를 적용받기 위한 것입니다. 이는 치료가 완료될때까지도 변할 수 있는 부분이 때문에 중복하여 기재하고 있습니다.

따라서 (배제상병)공황장애 의 경우 공황장애로 의심되어 투약과 검사 등을 시행했으나 현재는 공황장애는 아니라고 생각될 때 사용합니다. 하지만 병원에서 사용하는 전자차트 프로그램 일부에서는 의증(의심이 되는 질환)과 배제진단을 혼용해서 사용하는 경우도 있으니 주치의선생님께 직접 물어보시는 것이 좋겠습니다.",정신건강의학과,"소견서에
급성스트레스반응
(배제상병)공황장애
(배제상병) 상세불명의 습관 및 충동장애
3개다 F코드 되어있습니다.
배제상병이란 말은 공황장애는 아니다 라는 뜻인건가요??
정확한 해석좀 부탁드립니다.",배제상병이 무슨 뜻인가요??
23,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

선택적 세로토닌 재흡수 억제제(SSRI)는 세로토닌 재흡수 억제제(SRI)의 하위 개념 혹은 SRI의 특성을 공통으로 가지고 있는 개념으로 생각하시면 됩니다.

SRI 기능이 있는 약제는 SSRI이외에도 많이 있는데 그런 카테고리의 약물에 비해 세로토닌의 재흡수를 더 강력하고, 선택적으로 억제하기 때문에 SSRI라 구분지어 명명하고 있습니다.",정신건강의학과,"선택적 세로토닌 재흡수 억제제(SSRI)에서 ""선택적""이라는 용어를 왜 쓴 건가요?

세로토닌 재흡수를 억제하는 약이면 그냥 세로토닌 재흡수 억제제(SRI)라고 해도 되지 않나요?","선택적 세로토닌 재흡수 억제제(SSRI)에서 ""선택적""이라는 용어를 왜 쓴 건가요?..."
24,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

우울증과 불면, 불안 증상 등으로 치료를 받고 계신 것 같습니다.
렉사프로는 대표적 항우울제로 하루 20mg 까지 사용 가능한 약물입니다. 다른 약제들도 통상적으로 사용하는 용량입니다.

멍하고 처지고 무기력한 것이 약물에 의한 것인지, 우울의 증상인지에 대한 판정이 우선 이루어져야 합니다. 최근 약을 증량하면서 이와 같은 증상이 심해졌다면 약물로 인할 가능성이 있어 졸릴 수 있는 약을 줄여야 합니다. 반면 치료 시작전과 비교에 큰 차이가 없는 정도라면 증상으로 볼 필요도 있어, 항우울제를 변경하거나 용량, 복용 시간 등을 조절할 필요가 있습니다.

현재 약물을 갑자기 줄이거나 바꾸면 부작용이 발생할 수 있으니 약물의 용량, 용법 변경 등은 반드시 주치의 선생님과 충분히 상의하시고 결정한 뒤 조심스럽게 하셔야 합니다.",정신건강의학과,"제가 먹고있는건데요
요새 생각이 안날정도로 멍한데

약을 너무 많이먹고있는건가요

일상이 너무 무기력하고 힘듭니다",정신과 복용중인 약 질문드려요
25,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

우선 알프람과 사일레노를 어떤 목적으로 드시는지 확인이 필요합니다. 사일레노는 불면의 조절에 사용하는 용도로 쓰는 약제인 것으로 미루어 불면증이 조절을 위해 사용하시는 것으로 보입니다.

두 약 모두 장기간 사용해도 안전하지만 알프람의 경우 오랜 기간 사용시 내성이 생기는 등 의존 가능성이 있어 FDA에서 장기간 사용은 권고하지 않고 있습니다. 입마름과 같은 부작용은 사일레노의 대표적인 부작용일 수 있어 필요시 용량을 줄이거나 할 필요가 있겠습니다.
처방 선생님과 상의하시여 용량을 조절하시거나 불면과 관련된 평가도 심층적으로 시행하신 후 약물 사용에 대해 조절하는 것이 좋겠습니다.",정신건강의학과,알프람정 0.25mg 사일레노정 6mg 이두개 약을 3달째 먹고 있는대 괜찮은 건가요? 2년을 먹어야 된다고 하는데 조금씩 눈밑이 떨리고 입이 마릅니다 제발 답변부탁 드립니다,약 부작용 궁금합니다
26,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

알프람 성분인 알프라졸람은 벤조디아제핀 계열의 약물입니다. 신경안정제로 불리기도 하며 그보다는 항불안제로 부르는 것이 적당한 표현인 것 같습니다;

불안 증상이 생기면 교감신경이 지나치게 활성화되거나 부교감신경과의 균형이 맞지 않게 되는데 그 때 나타는 신체 증상이 작성하신 것과 같은 두근거림이나 그외 어지러움, 식은땀, 손떨림, 위장관증상 등이 있습니다. 알프라졸람이 각 기관에 작용한다기보다는 불안 자체를 떨어뜨려 과활성화된 교감신경을 안정화시키는 효과로 인해 두근거림이 줄어든다고 보는 것이 맞겠습니다.",정신건강의학과,"알프람 처방을 좀 받아 먹었는데.. 가슴 두근거림 증상이 낫네요.
처음엔 심장 같은 신체가 잘못된 줄 알고
안정제라고 처방해주는게 거부감이 들었거든요.
근데 알프람이 보니 불안장애, 우울증, 공황장애 등에도 듣는다고
나오는데...
어떻게 가슴두근거림 같은 신체적 증상에 약효가 날까요?
어떻게 작용하는 건지 궁금해요.
그리고 알프람의 성분명인 알프라졸람과 일반 안정제의 성분인 벤조디아제핀은 다른 성분인가요?",신경안정제는 정신이 아니라 신경에 작용하는 건가요?
27,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

벤라팍신은 세로토닌과 노르에피네프린 두가지의 재흡수를 억제하는 SNRI 계열의 약물로 과민대장증후군에도 사용하기도 합니다. 벤라팍신은 낮은 용량에서는 세로토닌에 작용하는 효과가 더 두드러지기 때문에 처방 받으신 것과 같이 낮은 용량을 사용하는 것이 바람직합니다.

아무래도 세로토닌 수용체에 작용을 하면 위장관계 부작용이 생길 수 있습니다. 이 때문에 식사와 함께 복용하는 것을 권하고 있으며, 약물의 흡수도 떨어지기 때문에 공복에 드시는 것은 권하지 않습니다. 수면시간에 너무 가깝지 않게라도 식사후에 드시는 것이 좋겠습니다.

설사나 오심과 같은 위장관계 부작용은 생길 수 있으나 대부분 초기에 사라지는 부작용일 가능성이 높습니다.",정신건강의학과,"스트레스와 불안감으로 인해 과민성대장증후군을 앓고있는데요
벤라팍신 37.5mg와 알프라졸람 0.25mg를 처방받았습니다
알프라졸람은 되도록 복용하지않고 아주 긴급할때만 복용을 할건데요
매일아침 변을 보는데도 외출만하면 늘 잔변감때문에 고생을합니다
그래서 벤라팍신은 매일 1알씩 식사와 복용하라고 하던데 아침 공복에 복용해도 되나요? 설사같은 부작용은 없나요?",과민성대장증후군 약질문
28,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

항우울제는 전문의약품으로 의사의 처방이 있을 때 처방가능합니다. 따라서 전문의의 평가와 진단 후 항우울제의 사용이 필요하다고 판단될 시에만 처방을 하게 됩니다.

다른 진료과목과 마찬가지로 처방을 위해서는 증상의 평가가 필요한데, 정신건강의학과에서는 전문의의 정신과적 면담이 필수적인 평가과정이므로 새로이 처방을 받는 경우에는 어느 정도의 상담은 필요할 것으로 생각합니다.",정신건강의학과,정신과에서 상담없이 항우울제방 처방 받을수있는지 궁금해서 질문 올립니다.,정신과에서 상담없이 항우울제방 처방 받을수있나요?
29,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

항우울제를 복용하신다면 일반적으로 약물의 효과는 적정용량 복용후 3-4주 뒤부터 나타나게 됩니다.
그래서 보통 효과가 빠른 항불안제(신경안정제)등과 약을 초반에 같이 사용하면서 항우울제의 효과를 기다리는 것이 일반적입니다.

작성하신 글로 보면 아직 약물의 효과가 나타나기에는 조금 이른시기인 것 같습니다. 특히 기분의 변화는 항우울제로 꾸준히 치료해야 달라지는 느낌을 받을 수 있으니 용량이 적절하다면 충분한 기간 기다리는 것이 좋겠습니다.",정신건강의학과,"처음 복용할때는 우울한 생각이 들지 않았는데

2주치 복용하니까 약을 먹어도 우울한 기분이 가라앉지 않네요

진료해주신 선생님께 약의 세기를 높게 해달라고 말씀드려야 될까요?",우울증 약 복용중인데도 너무 우울해집니다.
30,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

범불안장애와 공포증 모두 불안장애라는 상위 개념에 속해 있습니다.
공포증의 증상이 범불안장애에서 나타날 수 있으며, 반대로 범불안장애의 증상도 공포증에서 나타날 수 있습니다. 둘의 치료방법은 일부 다를 수 있겠지만 기본적으로 사용하는 약물의 계열은 비슷합니다.",정신건강의학과,범불안장애도 공포증의 일부인가요?,범불안장애도 공포증의 일부인가요?
31,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

작성하신 내용은 월경전불쾌감증후군에 해당하는 내용으로 보입니다.

월경 시작 1주 전부터 심해지는 여러 증상이 월경시작과 함께 사라지는 것을 특징으로 하고 있습니다. 물론 월경전 이러한 증상이 있다고 하여 무조건 치료를 시작하거나 권해드리지는 않습니다. 하지만 이런 증상으로 일상생활 기능수행, 예를 들어 수면, 식사, 직업, 대인관계 등에 좋지 않은 영향을 끼친다면 치료를 고려하는 것도 좋겠습니다.

약한 항우울제를 사용하는 것이 도움이 됩니다. 항우울제 사용법은 아직 논란이 있기는 하지만 소량으로 지속적으로 유지하는 것을 권해드립니다.",정신건강의학과,"생리하기 7~10일전쯤부터 극심한 우울증 증세가 생깁니다
그래서 남친이 있으면 항상 그시기때 싸우고
한없이 우울해져서 짜증이나게되고
다른 사람한테 피해주고 싶지 않은데
이유없이 눈물나고, 안좋은기억 다시 떠오르고
주변사람들한테도 계속 우울하다고 하면
이해를 못해주니까 너무 힘들어요..ㅜㅜ
생리전 우울증 어떻게 고치죠..",생리전 우울증
32,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

손떨림, 수행불안 등에 인데놀은 효과적인 약입니다.
현재 판매되는 인데놀은 10mg, 40mg 정제가 있는데 복용하시는 것이 어떤 종류인지 알 필요가 있습니다.
10mg은 약 뒷편에 ""10"" 이라는 숫자가 쓰여져 있습니다.

손떨림 감소 목적으로 사용할 때 보통 1회 40mg 정도에서 사용하고, 최대 1회 복용량은 120mg 정도까지 사용할 수는 있습니다. 하지만 작성하신 것처럼 평소 복용하던 양에 비해 갑자기 증량하는 경우에는 혈압저하, 심박동수의 저하, 쇼크, 호흡저하 등이 동반될 가능성이 있습니다. 갑자기 양을 늘려 사용하시기보다는 서서히 증량해서 효과를 확인한 후에 사용하시는 것이 바람직합니다.
또 가급적 의사의 투약지시에 따라 복용여부를 결정하시는 것이 좋으니 가까운 정신건강의학과나 신경과 등을 방문하시어 도움을 받는 것도 좋겠습니다.",정신건강의학과,"연주 하는 사람입니다. 시험을 앞두고 인데놀 복용하려해요.
타악기 시험이다보니 미세한 떨림도 중요한데,
연주를 하면 손이 심하게 떨려서 그걸 보고 당황해 긴장이 몰려와요..
그래서 밤낮 연습하던게 다 물거품이되고 항상 시험 망치고 나와요ㅠ
처음엔 인데놀 반개 먹다가 몇번은 한알씩 먹었어요..
그래도 약효가 안나는거같아서 세알먹어보려는데
세알 먹으면 심하게 늘어지거나 그런가요?두알먹어야하나
박자때문에도 심하게 늘어지면 안돼서..
그리고 혈압을 낮춘다던데 참고로 저혈압인데 괜찬을까요?",인데놀 세알정도 복용하면 부작용 나타날까요?
33,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

모든 약에는 생산과 함께 변질 우려가 있기 때문에 약물유효기한이 정해져있습니다.

대부분의 경우 병/의원에서 기간이 초과하지 않게끔 처방을 하기 때문에 처방된 기간내에서 드시면 큰 문제는 없습니다. 식품처럼 유통가능한 기간이 비교적 짧은 편도 아닙니다.

다만 처방 기간이 지났을 경우 그 약의 유통기간을 정확히 알기 어렵기 때문에 가급적이면 드시지 말도록 권해드리고 있습니다.",정신건강의학과,"3달전에처방받은정신과약이있어요근데유통기한있나요?...
수면제도같이처방받았는데잠도안오고하네요...유통기한있나요....정신과가서직접받았어요",3달전에처방받은정신과약유통기한있나요?
34,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

어머님의 정신과적 문제로 인해 고민이 많으실 것 같습니다.
작성하신 글을 보면 어머님께서 신체와 관련된 다소 왜곡된 생각이 있는 것으로 보입니다.

가족의 정신적 문제를 돕고 싶은 생각은 충분히 이해하지만 현행 의료법상 환자 본인이 아닌 경우 대신하여 진료하는 것은 허용되지 않습니다. 정신과의 경우 단순 문제행동만 보고 진단을 내리는 것이 아닌 환자를 관찰하고, 경과를 지켜보아야 하는 것 등이 필요해서 더더욱 보호자만 방문하여 진료하는 것은 어렵습니다.

안타깝지만 현재 상태에서는 어머님을 설득하여 병원에 모시고 오도록 하는 것이 최선의 방법일 것 같습니다.",정신건강의학과,"엄마한테 정신적인 문제가 있는 것 같은데 텔레비전에서 정신병원이나 정신과에서 환자를 강제로 입원시킨다던가 하는 장면이 많아서 방문하려고 하질 않습니다.
입에서 무슨 실 같은게 나와서 몸을 칭칭 감고 있어서 물을 틀어서 하수구로 내보내야 한다고 하더니 최근에는 변기 물을 자꾸 내리면서 두 팔을 번쩍 듭니다.
물이 내려질때마다 실이 따라들어간답니다.
치과에 가 봤지만 치과에서도 실 같은건 없다고 하고 코세척이나 가그린을 하도 많이해서 잇몸도 깨끗하고 그다지 병이 없다고 합니다.
입에서 자꾸 실이 나온다면서 말도 어눌하게 하기 시작한지 1년 가까이 됐구요.

동네에 있는 정신과에 영상이라던가 사진을 찍어서 가져가면 환자 본인이 아니어도 대리 상담을 받을 수 있는지 물었더니 첫 내원은 환자 본인이 와야 한답니다.
안 가려고 하고 얘기만 꺼내면 그래 차라리 가둬버려라 하면서 악을 쓰는데 무슨 수로 데리고 가겠어요.

다른 병원도 많이 다녀서 정신과에 가보긴 가봤지만 저 얘기는 안 하고 우울증이 좀 있으니 얘기를 많이 하라고 했다는데 제가 노이로제에 걸려 죽을 것 같습니다.
입원같은건 생각하지도 않고 있구요 그냥 환자 본인이 안 가려고 하면 대리 상담이나 대리 처방이 가능하긴 한건지 궁금합니다.",정신과 상담 문의
35,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다

학교폭력의 경우 피해자, 가해자 할 것 없이 일상 생활에 지장을 초래하는 증상이 있다면 정신과 진료를 받는 경우가 있습니다. 물론 정신과에서 책임소재나 잘잘못을 가리는 것은 아니며 그러한 증상들을 경감시키고, 마음의 상처를 치료하는 개념으로 생각하면 되겠습니다.",정신건강의학과,학교폭력 피해로 인해서 정신과에 다니는사람들도 많나요?,학교폭력 피해자
36,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

우울증의 진단이 확실하다면 약물치료를 통해 우울증상을 개선할 수 있습니다.

하지만 우울증의 정확한 진단에서는 어느 정도의 상담(정신과적 면담)이 필요합니다.
보통 이러한 면담은 한 두 번이 넘어가는 경우도 생기고, 필요시에는 스스로 증상 정도를 체크하여 중증도를 검사하기도 합니다.
물론 우울증의 증상인 무기력감 등도 약물치료로 효과가 있지만, 상담을 통한 정신치료의 역할도 중요한 부분을 차지합니다.

가까운 정신건강의학과를 방문하시어 전문의 선생님과 평가후 진료를 받아보시는 것을 권해드립니다.",정신건강의학과,오랜 기간 우울한 상태로 살아왔는데요. 상담은 너무 시간과 에너지 소모적이라 하고 싶지않아요. 제가 이야기를 하다가 열이 오르는 타입이기도 하고 이야기를 꺼내고 싶지 않을만큼 무기력하기도 해요. 하지만 우울증의 증상인 무력감과 만성피로 주의집중력결핍 피해의식 망상 등이 너무 일상생활에 방해가 됩니다. 신경에 문제가 생겨서 우울증이 생기는 거라던데 상담 없이 약만 처방 받고도 이 증상들이 나아질 수 있나요?,우울증 상담없이 약 처방만으로 치료가능한가요
37,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

여드름약의 성분이 어떤 것인지 명확하지 않지만 일부 여드름 치료제의 경우 우울감을 유발할 수 있습니다.
또 약물 상호작용으로 인해 한 가지 약물의 분해가 줄어들거나 늘어날 수 있으니 주의가 필요합니다.",정신건강의학과,제목그대로입니다.,조현병약과 여드름약을 같이 복용해도 되나요??
38,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

우선 정신과 진료를 하신다고 하여 기존의 가입되어 있던 보험의 혜택을 보지 못하거나 가입이 해약되거나 하는 일은 없습니다.

 혹시 건강보험의 기록이 남아 조회가 되지 않을까 걱정하시지만 이 역시 본인 이외에는 열람이 불가능합니다. 또 일반적으로 비만치료는 국민건강보험의 적용이 되지 않습니다.",정신건강의학과,"제가 보험을 다시 가입하려는건 아니구요.

제가 요즘 살이 좀 쪄서 운동이랑 보조제를 조금 처방받고 싶어서 여기저기 알아보다가

좀 유명한 비만진료 보는 정신건강의학과를 찾았거든요.

근데 그러면 안되는거지만 정신의학과에서 치료 받으면 뭐 보험에 불이익이 있고, 그런 이야기를 얼핏 들어본거 같아서요.

그치만 저는 넣으려고 하는게 아니고 그냥 비만 진료만 한 한달정도 받고 싶은건데

혹시 제가 미리 넣어놓은 보험들에게도 피해가 가게 되는지 궁금해서 한번 여쭤봅니다!!","정신건강의학과에서 다이어트 보조제 처방을 받고싶은데, 혹시 미리 가입되어져있는 보험에도 영향을 주나요????"
39,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

렉사프로와 같은 항우울제(SSRI)는 성기능과 관련된 부작용이 종종 발생합니다.
이 경우 용량을 줄이거나 다른 약으로 교체하기도 하며, 혹은 다른 계열의 항우울제를 추가 하는 경우에 이러한 부작용이 줄어들기도 합니다.

즉, 해결할 수 있는 방법이 다양하기 때문에 그냥 기다리시는 것 이외에 주치의 선생님과 상의하여 적극적으로 부작용을 개선하시는 것이 좋겠습니다.",정신건강의학과,이제복용한지일주일이다되어가는데요 성기능장애를겪고있어요 발기가되질않습니다 어떻게해야하나요 약을중단해야하나요 아니면시간이지나면 없어지나요 계속복용할까요 렉사프로 십미리 먹고있습니다 답변부탁드리겠습니다,렉사프로 부작용으로 성기능장애를겪고있습니다
40,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

웰부트린 자체도 금연에 효과가 있다고 알려져 있습니다. 챔픽스를 함께 복용할 경우에는 금연 유지효과가 더 오래 지속된다는 연구보고들이 제법 있습니다. 함께 복용하셔도 괜찮습니다.

다만 일부 부작용들이 조금 더 심해질 수 있습니다. 불면, 과도한 꿈, 입마름 등이 그것들이며 용량은 통상적으로 사용하는 용량으로 유지하시되, 부작용 여부를 주의깊에 살펴보면서 증량해야 할 것입니다.",정신건강의학과,우울증 치료관련해서 웰부트린을 복용하고 있는데요.. 웰부트린을 먹으면서 챔픽스를 따로 복용해도 되는건가요?,웰부트린과 챔픽스를 혼용해서 사용해도 되나요?
41,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

아버지께서 조현병(정신분열증)으로 타시던 약제비가 2만원에서 3천원 정도로 줄어든 것에 대한 질문이신 것 같습니다.
현재 국민건강보험에서는 특정 질환에 한해서 산정특례로 지정하여 진료비 부담을 경감하는 제도를 시행하고 있습니다. 희귀 난치성 질환이 대부분 해당하는데 정신건강의학과에서도 일부 질환이 이에 속해 있습니다. 아마도 산정특례를 신청하시어 그로 인한 진료비 감면혜택을 받고 계신 것으로 생각됩니다.

확인을 원하시면 진료하시는 병원에 문의를 해보셔도 좋고, 국민건강보험 지사에 문의를 해보셔도 확인하실 수 있겠습니다.",정신건강의학과," 아버지께서 정신분열증으로
신경 정신과 치료를 받으면서 약을 받아와서 복용하시다가
3년전쯤을 마지막으로 
약에 대해 불신을 가지시면서 복용을 중단하게 됐는데
어떠한 과정을 거쳐서(제가 군대있을때라 잘 모르겠네요) 3천원정도에 일주일분 약을 지어왔었는데
언젠가 약을 지으러 가보니 원래는 2만원정도라고 하더라구요
어느쪽에 어떠한 혜택이 있었던건지
건강보험쪽이 관련이 있는건가요?
어느쪽에 문의를 해봐야하는건지요? ",신경정신과 약제비 질문입니다.
42,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

성인 ADHD의 경우 현재 건강보험에서 사용을 허가한 약품도 있으며 효과가 우수한 편입니다. 
성인 ADHD에 대한 명확한 진료 가이드라인이 제시되고 있지 않지만 보통은 약물치료를 1차적으로 시행하고 있습니다. 하지만 약물로써 효과를 보기 어려운 부분은 인지행동치료를 통해 교정을 하기도 합니다.
조직화 능력이나 시간관리의 어려움과 같이 특정 기능의 손상이 두드러질때 이 부분에 대해 인지행동치료를 시행할 경우 효과가 있다고 알려져 있습니다.

약물을 먼저 사용하는지 인지행동을 먼저하는 지는 다른 질환에서와 같이 임상적 판단에 의할 것 같습니다.

성인 ADHD의 경우는 가족이 증상에 대해 가지고 있는 오해화 편견이 상당하고 그로 인해 지속적인 스트레스로 작용할 수 있기 때문에 환경자극을 조절하는 의미로 필요할 수 있습니다.

약물 사용에 대해 직접 진료받으신 선생님께 질의해보시는 것이 좋겠습니다.",정신건강의학과,"고친다니까 좀 그런데
인지행동치료만으로 개선될수 있나요? 약과 병행하는것과 그렇게 다르지 않나요?


제가 간 병원이 동네에 있는 정신과의원이었는데, 좀 작은곳이였는데
인지행동치료를 중점적으로 하는 병원이라고 적혀있긴  했습니다.

이런저런 검사를 했는데   주의력결핍 adhd로 나왔어요.
어렸을때부터 증상이 어느정도 있었는데 직장다니고 사회생활하다보니 불편함이 느껴지고 우울증이 동반되  너무 힘들어서 갔다왔습니다.  adhd가 어릴때부터 있다하더라도 성인때 훨씬 심해진거구요.

 약물을 따로 처방안하고 인지행동치료를 권하시더니 한회에 165,000원이더라구요.
사회공포증이나 불안장애, adhd등 인지행동치료가 필요하고 효과도 괜찮고  가격도 그정도 하는건 알고있습니다.

 그리고 또 이 병원에서 인지행동치료시에 가족동반 상담은 필수적으로 포함된다고 하더라구요..
 상담은 고사하고 평소에 말도 잘 안통하는 사람들인데 원래 인지행동치료에 가족동반은 필수적인건가요?

그리고 약처방은 따로 안해주셨는데,
약을 처방하고 치료하는 adhd와 처방하지 않는 adhd 는 어떻게 구분되는건가요?
약을 먹지 않고 adhd 가 개선될까요? 그리고  adhd보다 요즘 우울증이 심해서 잠도 잘 못자는데요.

살면서 정신과를 처음 다녀와서 병원을 괜찮은 곳을 간건지 잘 모르겠어요..",성인 adhd를 인지행동치료만으로 고칠수 있나요?
43,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

환청은 감각의 이상으로 생기는 것으로 환청이 있다고 해서 무조건 정신병이 있다고 하지는 않습니다.
작성하신 것처럼 환청인 것을 알고 있는 경우 이를 가성환청(psudohallucination)이라 하기도 합니다.

잠에 들거나 깰때와 같이 의식수준의 변화가 생길 때는 환청이 동반되기도 하며 이는 질병의 증상으로 보지 않습니다. 또한 육체적 피로나 정신적 스트레스가 과할때에도 가성환청이 동반되기도 합니다.

물론 이러한 환청 자체가 정신병에서 보이는 증상은 아니겠지만, 과도한 스트레스 등에 동반된 환청은 일반적인 수준을 넘어서는 스트레스, 불안이 있다는 것을 의미하므로 이에 대한 대처가 필요할 것으로 보입니다. 병원을 가보시는 것도 좋고, 스트레스나 불안 수준을 낮출 수 있다면 먼저 해보시는 것도 좋겠습니다.",정신건강의학과,"과거의 상황들이나 대화소리? 그런것들이 너무 선명하고 대화내용도 정확하게 들려요 항상 그런건 아니고 심리적으로 힘들거나 불안할때 특히 잠들기 직전에요..
하루가 너무 피곤해서 쓸데없이 우울한 생각할 틈도 없는데 자꾸 특정사람의 소리지르는소리 화내는소리 영화장면중 일부 등장인물들의 대사 등등 자극적이고 불안함을 유발할만한? 그런소리들만 너무 뚜렷하게 들려요
병원을 가봐야하는 증상인가요 아니면 좀 쉬면 나아질까요..?",이게 환청인가요??
44,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

첨부하신 약품은 에보트(제약회사)의 ""데파코트"" 250mg 으로 성분명은 sodium valproate 입니다.
기분안정제로 주로 사용되는 약품입니다.",정신건강의학과,조울증 증상으로 약을 처방받았는데 약 이름을 모르겠네요,기분조절제 약이름을 알고싶어요
45,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

작성하신 글의 내용을 보면 갑자기 발생하는 불안증상과 동반된 신체 증상, 또 발생할 것을 걱정하는 예기불안 등 공황장애에서 보이는 증상들은 충분히 관찰됩니다.

하지만 공황장애는 기본적인 신체적인 증상들을 충분히 배제한 뒤 진단을 하는 것으로, 단순히 증상만 가지고 진단을 내리는 것은 성급할 수 있습니다. 또한 다른 불안장애, 우울증에서도 공황발작이 동반될 수 있기 때문에 다른 정신병리에 대한 평가도 필요합니다.

증상이 지속되어 일상 기능 수행에 어려움이 지속된다면 가까운 정신건강의학과 방문하시어 도움받으시면 좋겠습니다.",정신건강의학과,21살 여자입니다 우울증한약을 복용한적있는데 요즘들어 공황비슷한 증상이 나타나더라구요 특히 무언갈 먹을때 증상이 확 옵니다 며칠전에는 밥을먹다가 내가 지금 어지러운것같다 라는 생각을했는데 머리가띵하고 금방이라도 쓰러질것같더라구요 손이 떨리는것같고 순간 속도안좋아지고 그래서 음식점을 나왔는데 그자리에서 주저앉아습니다 어지럽고 숨도 막혀서요ㅜ 또 최근에도 밥먹다가 문득 내가 저번에 쓰러질뻔했지 하면서 머리가 띵해지고 숨도 턱막히더라구요 자다가도 한번 그런적있구요 이렇게 숨이 턱턱막히고 머리가 띵해지는 그런 증상때매 금방이라도 쓰러져죽을것같고 불안하고 그럽니다.. 자다가 숨막혀서 너무놀랬고 숨쉬는법을꺼먹은 느낌이에요.. 증상이 공황 이랑 비슷한것같아서.. 공황일까요 그리고 요즘 차도 못타겠더라구요 무서워서..,혹시 이게 공황장애인가요
46,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

문의약신 약품은 유한양행의 삐콤정 입니다. 복합 비타민제제입니다.


사진출처: 킴스온라인",정신건강의학과,Yh적혀있고 뒤에는 b라 적혀있고 원형에 빨간색입니다.무슨약이고 효능은 어떻게되죠,정신과 약질문
47,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

최근이라고 하시는 것은 아마도 2세대 항정신병약물을 말씀하시는 것 같습니다.
이론적으로는 음성증상 개선에도 도움이 된다고 알려져있으며, 실제로 음성증상 개선을 통해 일상생활이나 대인관계 기술, 사회생활 기술 등이 향상되기도 합니다. 하지만 약물 효과 자체만 놓고보기보다는 사회생활기술훈련, 대인관계기술훈련 등과 같은 정신행동치료를 병행하셔야 그 효과가 더 좋습니다.",정신건강의학과,"최근에나온 조현병약은
음성증상에 효과가있나요 ?",최근에나온 조현병약은...
48,"틱의 문제를 뇌로 접근하는 것도 있겠지만. 

틱 자체가 하나의 메시지일 경우가 있습니다. 그때는 틱 자체가 가지고 있는 의미를 찾아보아야 하거든요. 

어떤 틱이 등장하느냐가 중요한 것이 아니라 그 틱을 일으키는 심리적 구조가 어떻게 되느냐에 따라서 가능성이 여러갈래로 퍼져 나갈 수 있을 겁니다.

전문적인 상담으로 진행하시는 것을 권하고 싶네요. 

힘내세요.",정신건강의학과,"유년기부터 쭉 이어져오던건데...
고칠수있나요??

몇초마다 한번씩 틱을 할정도로 틱이 심해요. ㅜㅜ",성인 틱장애도 고칠수있나요?
49,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

기분의 변화가 클 때를 보통 표현합니다.
일반적으로는 하루에도 기분이 변할 때를 이야기하는데 주기를 가지고 일정하게 변하는 것도 무드스윙이 있다고 표현합니다. 사실 전문적인 증상의 묘사보다는 기분변화 양상을 간략히 줄여서 말하는 영어식 표현이라고 보면 될 것 같습니다.",정신건강의학과,무드스윙 하다고 하면 어떤 때 쓰는 말인가요?,무드스윙?
